CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,EstimatedCustomerValue,ValueSegment,ChurnProbability,RetentionPriorityScore,RiskLevel
54970,0,2.0,Mobile Phone,1,10.0,Credit Card,Female,4.0,4,Fashion,4,Married,2,0,18.0,1.0,2.0,8.0,201.55,403.1,Medium Value,0.015,0.034085972850678735,Low Risk
54971,0,20.0,Mobile Phone,3,10.0,E wallet,Male,3.0,4,Grocery,3,Married,5,0,15.0,5.0,5.0,10.0,299.65,1498.25,High Value,0.015,0.09816480730223123,Low Risk
54972,0,12.0,Mobile Phone,3,9.0,E wallet,Male,3.0,4,Fashion,4,Single,9,0,17.0,2.0,2.0,1.0,198.51,397.02,Medium Value,0.065,0.06873022312373225,Low Risk
54973,0,17.0,Computer,1,34.0,Debit Card,Female,3.0,4,Fashion,5,Married,10,0,12.0,2.0,2.0,2.0,233.2,466.4,High Value,0.025,0.04478974879076299,Low Risk
54974,1,3.0,Computer,1,9.0,Debit Card,Male,3.0,4,Grocery,1,Married,9,0,12.0,11.0,2.0,6.0,246.69,493.38,High Value,0.865,0.6343683882040879,High Risk
54975,0,14.0,Mobile Phone,1,21.0,Credit Card,Male,3.0,5,Others,3,Single,3,0,15.0,4.0,5.0,10.0,321.26,1606.3,High Value,0.01,0.1009869714464035,Low Risk
54976,0,1.0,Phone,1,7.0,COD,Female,4.0,5,Mobile Phone,4,Single,3,1,12.0,2.0,3.0,3.0,145.7,437.09999999999997,Medium Value,0.175,0.14807536277110311,Low Risk
54977,0,13.0,Computer,1,16.0,Debit Card,Male,4.0,4,Laptop & Accessory,4,Single,11,0,16.0,2.0,2.0,4.0,192.82,385.64,Medium Value,0.0,0.022564362615072553,
54978,0,10.0,Computer,1,25.0,Debit Card,Male,4.0,4,Laptop & Accessory,1,Single,4,0,21.0,1.0,2.0,10.0,202.79,405.58,Medium Value,0.01,0.030731081291933218,Low Risk
54979,0,5.0,Computer,3,27.0,Debit Card,Male,4.0,2,Mobile Phone,1,Married,2,0,13.0,3.0,3.0,3.0,152.91,458.73,High Value,0.025,0.04434096582930254,Low Risk
54980,0,2.0,Mobile Phone,1,9.0,Debit Card,Male,4.0,5,Mobile Phone,4,Married,2,0,18.0,1.0,2.0,5.0,157.01,314.02,Medium Value,0.0,0.018373771259166796,
54981,0,9.0,Computer,3,18.0,E wallet,Male,3.0,4,Laptop & Accessory,1,Married,3,0,12.0,2.0,2.0,3.0,174.68,349.36,Medium Value,0.025,0.03794156654704322,Low Risk
54982,0,23.0,Mobile Phone,3,15.0,Cash on Delivery,Male,3.0,5,Grocery,4,Married,8,0,18.0,2.0,2.0,4.0,256.2,512.4,High Value,0.04,0.0579812763301607,Low Risk
54983,0,8.0,Computer,1,9.0,Debit Card,Male,4.0,4,Laptop & Accessory,3,Single,4,0,12.0,2.0,2.0,3.0,165.33,330.66,Medium Value,0.0,0.0193474020908098,
54984,0,3.0,Computer,1,17.0,Debit Card,Female,4.0,4,Mobile Phone,4,Married,2,0,15.0,1.0,2.0,2.0,157.91,315.82,Medium Value,0.01,0.025479091902012793,Low Risk
54985,0,16.0,Mobile Phone,1,36.0,Credit Card,Male,3.0,6,Laptop & Accessory,1,Single,6,0,20.0,2.0,2.0,1.0,167.72,335.44,Medium Value,0.025,0.03712708690903417,Low Risk
54986,0,3.0,Mobile Phone,1,15.0,Credit Card,Male,4.0,5,Laptop & Accessory,1,Married,3,1,16.0,2.0,2.0,3.0,175.56,351.12,Medium Value,0.01,0.027544546731159306,Low Risk
54987,0,12.0,Mobile Phone,2,7.0,UPI,Male,3.0,2,Mobile Phone,3,Married,3,0,14.0,4.0,6.0,1.0,153.44,920.64,High Value,0.015,0.06436799812763302,Low Risk
54988,0,2.0,Computer,1,13.0,Debit Card,Male,3.0,5,Mobile Phone,3,Married,3,1,15.0,2.0,2.0,3.0,152.03,304.06,Medium Value,0.05,0.05279099703541894,Low Risk
54989,1,1.0,Computer,1,15.0,Credit Card,Male,4.0,4,Mobile Phone,3,Single,3,0,13.0,2.0,2.0,1.0,144.04,288.08,Medium Value,0.87,0.6258559837728195,High Risk
54990,1,1.0,Mobile Phone,3,16.0,E wallet,Female,4.0,4,Laptop & Accessory,5,Single,5,1,18.0,1.0,2.0,4.0,207.24,414.48,Medium Value,0.87,0.6332518333593384,High Risk
54991,0,15.0,Mobile Phone,1,19.0,Debit Card,Male,3.0,4,Mobile Phone,1,Married,5,1,12.0,2.0,2.0,1.0,172.66,345.32,Medium Value,0.025,0.0377051802153222,Low Risk
54992,1,1.0,Computer,1,22.0,Credit Card,Male,4.0,4,Mobile Phone,3,Married,3,0,13.0,2.0,3.0,3.0,151.1,453.29999999999995,Medium Value,0.79,0.579523248556717,High Risk
54993,0,11.0,Mobile Phone,1,32.0,Credit Card,Female,3.0,5,Laptop & Accessory,1,Married,9,0,14.0,2.0,2.0,4.0,182.31,364.62,Medium Value,0.0,0.021334451552504293,
54994,0,1.0,Mobile Phone,1,13.0,Debit Card,Male,3.0,5,Mobile Phone,3,Married,3,0,14.0,2.0,3.0,3.0,150.39,451.16999999999996,Medium Value,0.09,0.08939861912934935,Low Risk
54995,0,8.0,Mobile Phone,3,16.0,Debit Card,Female,4.0,4,Laptop & Accessory,3,Married,3,0,21.0,1.0,2.0,4.0,182.14,364.28,Medium Value,0.005,0.024814557653300047,Low Risk
54996,0,9.0,Mobile Phone,2,15.0,COD,Male,4.0,4,Mobile Phone,3,Single,3,0,18.0,1.0,2.0,5.0,168.23,336.46,Medium Value,0.005,0.023186768606646903,Low Risk
54997,1,1.0,Mobile Phone,3,30.0,Debit Card,Female,3.0,5,Fashion,5,Married,3,0,14.0,2.0,4.0,11.0,198.36,793.44,High Value,0.875,0.6589253393665158,High Risk
54998,0,14.0,Computer,1,16.0,Credit Card,Female,3.0,4,Fashion,3,Single,11,0,18.0,2.0,2.0,14.0,259.99,519.98,High Value,0.015,0.040924793259478856,Low Risk
54999,1,6.0,Computer,3,19.0,Debit Card,Male,3.0,4,Grocery,5,Single,2,1,13.0,1.0,14.0,15.0,262.58,3676.12,High Value,0.915,0.8555951786550163,High Risk
55000,0,16.0,Mobile Phone,3,11.0,E wallet,Male,3.0,4,Laptop & Accessory,5,Single,9,0,14.0,2.0,2.0,6.0,176.55,353.1,Medium Value,0.005,0.024160399438289907,Low Risk
55001,0,9.0,Phone,1,7.0,Credit Card,Male,3.0,5,Mobile Phone,3,Married,8,0,13.0,2.0,2.0,8.0,147.58,295.16,Medium Value,0.04,0.045270244968013726,Low Risk
55002,0,1.0,Mobile Phone,1,31.0,Credit Card,Male,3.0,4,Mobile Phone,4,Single,10,0,23.0,1.0,2.0,3.0,160.97,321.94,Medium Value,0.16,0.13083718208768919,Low Risk
55003,1,1.0,Mobile Phone,1,19.0,Debit Card,Female,4.0,4,Mobile Phone,1,Married,3,1,12.0,2.0,2.0,1.0,150.15,300.3,Medium Value,0.915,0.6580709939148073,High Risk
55004,0,1.0,Mobile Phone,1,10.0,Credit Card,Male,3.0,2,Mobile Phone,1,Married,3,0,23.0,2.0,2.0,8.0,169.2,338.4,Medium Value,0.015,0.030300280855047587,Low Risk
55005,0,4.0,Mobile Phone,3,17.0,E wallet,Male,4.0,5,Laptop & Accessory,3,Married,3,0,19.0,1.0,2.0,5.0,190.78,381.56,Medium Value,0.0,0.022325635824621624,
55006,0,14.0,Computer,1,33.0,Credit Card,Female,4.0,5,Laptop & Accessory,1,Married,5,1,14.0,1.0,2.0,1.0,169.22,338.44,Medium Value,0.035,0.044302621313777504,Low Risk
55007,0,9.0,Mobile Phone,1,9.0,Debit Card,Male,3.0,5,Fashion,4,Married,4,0,19.0,3.0,7.0,3.0,227.74,1594.18,High Value,0.005,0.09677781245124045,Low Risk
55008,0,8.0,Computer,1,8.0,Credit Card,Male,4.0,5,Laptop & Accessory,5,Single,2,0,21.0,1.0,5.0,10.0,178.43,892.1500000000001,High Value,0.025,0.06970100639725386,Low Risk
55009,0,9.0,Computer,1,11.0,UPI,Male,3.0,5,Mobile Phone,1,Married,3,0,14.0,2.0,3.0,3.0,148.76,446.28,Medium Value,0.045,0.057612498049617725,Low Risk
55010,1,7.0,Mobile Phone,3,16.0,E wallet,Female,3.0,6,Laptop & Accessory,3,Single,10,0,14.0,1.0,2.0,4.0,178.46,356.92,Medium Value,0.87,0.6298839132469964,High Risk
55011,0,6.0,Computer,3,9.0,Debit Card,Female,4.0,4,Mobile Phone,5,Married,3,0,13.0,2.0,2.0,1.0,153.27,306.54,Medium Value,0.02,0.03193610547667343,Low Risk
55012,0,30.0,Mobile Phone,1,11.0,Cash on Delivery,Female,4.0,4,Others,5,Married,6,0,14.0,5.0,5.0,3.0,324.43,1622.15,High Value,0.01,0.10191437821813076,Low Risk
55013,0,3.0,Mobile Phone,1,13.0,Credit Card,Female,3.0,4,Mobile Phone,1,Married,3,0,14.0,1.0,2.0,9.0,156.31,312.62,Medium Value,0.005,0.02179185520361991,Low Risk
55014,0,1.0,Mobile Phone,1,16.0,Debit Card,Male,3.0,4,Mobile Phone,5,Single,3,0,26.0,1.0,2.0,1.0,150.52,301.04,Medium Value,0.105,0.09111429240131065,Low Risk
55015,0,19.0,Mobile Phone,1,14.0,Credit Card,Female,3.0,4,Mobile Phone,3,Married,6,1,20.0,1.0,2.0,3.0,169.77,339.54,Medium Value,0.02,0.033866983928850056,Low Risk
55016,0,11.0,Mobile Phone,1,8.0,Debit Card,Female,3.0,5,Laptop & Accessory,1,Married,3,0,14.0,1.0,4.0,12.0,189.74,758.96,High Value,0.0,0.0444078639413325,
55017,0,1.0,Mobile Phone,1,6.0,Debit Card,Male,3.0,5,Mobile Phone,3,Single,3,0,13.0,1.0,2.0,3.0,155.33,310.66,Medium Value,0.035,0.042677172725854265,Low Risk
55018,1,8.0,Mobile Phone,1,17.0,Debit Card,Male,4.0,4,Mobile Phone,3,Single,3,1,12.0,2.0,2.0,3.0,154.36,308.72,Medium Value,0.745,0.5395636604774535,High Risk
55019,0,27.0,Mobile Phone,1,14.0,Credit Card,Female,3.0,4,Others,3,Married,5,0,15.0,4.0,5.0,8.0,311.06,1555.3,High Value,0.0,0.09100288656576688,
55020,0,3.0,Phone,1,22.0,Debit Card,Female,4.0,6,Mobile Phone,1,Married,2,1,19.0,2.0,2.0,4.0,146.68,293.36,Medium Value,0.065,0.06266492432516774,Low Risk
55021,1,1.0,Computer,1,10.0,Debit Card,Male,3.0,5,Mobile Phone,1,Married,2,1,12.0,1.0,2.0,1.0,153.53,307.06,Medium Value,0.89,0.6409665314401622,High Risk
55022,0,20.0,Mobile Phone,3,9.0,E wallet,Female,4.0,4,Grocery,5,Married,10,0,15.0,7.0,16.0,10.0,295.48,4727.68,High Value,0.04,0.30462349820564827,Low Risk
55023,0,18.0,Computer,1,24.0,Debit Card,Male,4.0,6,Mobile Phone,3,Single,4,0,14.0,2.0,2.0,1.0,147.9,295.8,Medium Value,0.095,0.0838076923076923,Low Risk
55024,0,7.0,Mobile Phone,2,9.0,UPI,Male,4.0,4,Mobile Phone,3,Married,3,0,14.0,2.0,2.0,5.0,161.0,322.0,Medium Value,0.0,0.018840692775784054,
55025,1,5.0,Computer,1,12.0,Debit Card,Male,4.0,5,Mobile Phone,5,Married,8,0,18.0,1.0,2.0,1.0,146.07,292.14,Medium Value,0.855,0.6155935403339053,High Risk
55026,0,4.0,Mobile Phone,3,36.0,Debit Card,Male,4.0,4,Laptop & Accessory,5,Married,10,0,20.0,2.0,2.0,4.0,166.15,332.3,Medium Value,0.03,0.04044336089873615,Low Risk
55027,0,14.0,Computer,3,9.0,Credit Card,Male,4.0,4,Laptop & Accessory,4,Married,7,0,13.0,2.0,2.0,1.0,168.27,336.54,Medium Value,0.02,0.03369144952410673,Low Risk
55028,0,24.0,Computer,1,9.0,Credit Card,Female,2.0,4,Grocery,5,Married,4,0,15.0,1.0,3.0,3.0,303.56,910.6800000000001,High Value,0.0,0.05328522390388517,
55029,0,2.0,Mobile Phone,1,26.0,Credit Card,Male,4.0,5,Mobile Phone,5,Married,3,0,13.0,2.0,4.0,4.0,156.96,627.84,High Value,0.075,0.08923584022468403,Low Risk
55030,0,20.0,Mobile Phone,1,22.0,Debit Card,Male,3.0,4,Others,4,Married,7,0,15.0,2.0,2.0,4.0,315.81,631.62,High Value,0.005,0.04045701357466064,Low Risk
55031,0,9.0,Mobile Phone,3,24.0,Debit Card,Male,4.0,4,Laptop & Accessory,5,Married,5,1,16.0,1.0,2.0,3.0,214.66,429.32,Medium Value,0.08,0.08112014354813543,Low Risk
55032,1,1.0,Phone,1,24.0,Debit Card,Female,4.0,4,Mobile Phone,4,Married,3,0,14.0,2.0,2.0,1.0,147.1,294.2,Medium Value,0.805,0.5807140739584958,High Risk
55033,0,7.0,Computer,3,32.0,Credit Card,Female,3.0,4,Laptop & Accessory,3,Married,3,0,13.0,1.0,2.0,2.0,170.39,340.78,Medium Value,0.005,0.023439538149477294,Low Risk
55034,0,10.0,Mobile Phone,1,13.0,Debit Card,Male,3.0,6,Mobile Phone,3,Married,3,0,15.0,2.0,2.0,8.0,152.41,304.82,Medium Value,0.0,0.017835465751287253,
55035,0,4.0,Mobile Phone,1,14.0,Debit Card,Male,3.0,4,Laptop & Accessory,3,Married,3,0,14.0,5.0,9.0,10.0,159.91,1439.19,High Value,0.0,0.08420911998751757,
55036,0,18.0,Mobile Phone,1,36.0,UPI,Male,3.0,4,Laptop & Accessory,1,Single,3,0,26.0,7.0,14.0,18.0,170.41,2385.74,High Value,0.065,0.18509315025745043,Low Risk
55037,0,1.0,Mobile Phone,3,28.0,E wallet,Male,3.0,2,Mobile Phone,1,Single,3,0,18.0,3.0,3.0,3.0,151.78,455.34000000000003,Medium Value,0.06,0.06864261195194257,Low Risk
55038,0,20.0,Mobile Phone,1,9.0,Cash on Delivery,Male,3.0,4,Laptop & Accessory,1,Married,4,0,12.0,1.0,2.0,5.0,198.79,397.58,Medium Value,0.02,0.037262989545951,Low Risk
55039,0,16.0,Computer,2,9.0,Credit Card,Male,4.0,2,Laptop & Accessory,5,Married,9,0,17.0,2.0,2.0,4.0,187.72,375.44,Medium Value,0.03,0.04296754563894523,Low Risk
55040,0,31.0,Mobile Phone,3,14.0,E wallet,Male,3.0,2,Laptop & Accessory,1,Married,2,1,19.0,1.0,2.0,10.0,177.2,354.4,Medium Value,0.01,0.027736464347012012,Low Risk
55041,0,6.0,Computer,1,20.0,UPI,Female,4.0,5,Mobile Phone,4,Married,3,0,21.0,3.0,3.0,3.0,159.0,477.0,High Value,0.005,0.03140997035418942,Low Risk
55042,0,6.0,Computer,1,9.0,Debit Card,Female,3.0,4,Laptop & Accessory,3,Single,6,1,15.0,2.0,2.0,8.0,174.98,349.96,Medium Value,0.0,0.020476673427991886,
55043,0,10.0,Mobile Phone,1,8.0,Cash on Delivery,Female,4.0,6,Fashion,5,Married,4,1,22.0,8.0,8.0,3.0,227.52,1820.16,High Value,0.045,0.13800023404587297,Low Risk
55044,0,7.0,Mobile Phone,1,16.0,Credit Card,Male,3.0,4,Mobile Phone,1,Married,2,0,14.0,1.0,5.0,11.0,152.81,764.05,High Value,0.0,0.04470568731471368,
55045,0,14.0,Mobile Phone,3,17.0,Cash on Delivery,Female,3.0,5,Laptop & Accessory,4,Married,9,0,13.0,2.0,2.0,4.0,193.52,387.04,Medium Value,0.02,0.03664627867061944,Low Risk
55046,0,1.0,Mobile Phone,3,17.0,Debit Card,Male,3.0,4,Laptop & Accessory,1,Single,2,0,15.0,2.0,2.0,2.0,174.5,349.0,Medium Value,0.07,0.06942050241847403,Low Risk
55047,0,4.0,Mobile Phone,1,8.0,Credit Card,Male,4.0,4,Mobile Phone,4,Married,2,1,22.0,4.0,6.0,8.0,160.79,964.74,High Value,0.06,0.09844835387735995,Low Risk
55048,0,16.0,Computer,1,33.0,Credit Card,Female,3.0,4,Fashion,5,Married,5,1,18.0,1.0,2.0,1.0,256.91,513.82,High Value,0.015,0.040564362615072555,Low Risk
55049,0,9.0,Computer,3,15.0,E wallet,Female,4.0,5,Fashion,1,Married,6,1,12.0,4.0,5.0,3.0,228.77,1143.8500000000001,High Value,0.095,0.13342834295521921,Low Risk
55050,0,1.0,Phone,1,21.0,Debit Card,Male,3.0,4,Mobile Phone,5,Married,3,1,15.0,6.0,7.0,9.0,147.35,1031.45,High Value,0.215,0.21085165392416913,Low Risk
55051,0,28.0,Computer,1,8.0,Debit Card,Female,3.0,4,Fashion,3,Married,9,0,18.0,1.0,2.0,3.0,230.02,460.04,High Value,0.005,0.03041761585270713,Low Risk
55052,0,18.0,Phone,1,9.0,Debit Card,Female,4.0,2,Mobile Phone,1,Married,3,0,14.0,2.0,8.0,8.0,145.11,1160.88,High Value,0.05,0.10292479325947887,Low Risk
55053,1,1.0,Computer,1,17.0,Credit Card,Female,4.0,5,Mobile Phone,4,Single,3,1,26.0,1.0,2.0,1.0,143.59,287.18,Medium Value,0.99,0.7098033234513964,High Risk
55054,0,3.0,Mobile Phone,1,8.0,Debit Card,Female,4.0,4,Mobile Phone,1,Married,3,0,16.0,2.0,2.0,3.0,162.6,325.2,Medium Value,0.0,0.019027929474176936,
55055,0,28.0,Mobile Phone,1,10.0,Debit Card,Male,3.0,4,Grocery,1,Married,5,0,15.0,1.0,2.0,10.0,302.79,605.58,High Value,0.005,0.03893337494148853,Low Risk
55056,0,5.0,Mobile Phone,1,18.0,Credit Card,Male,4.0,4,Laptop & Accessory,5,Married,3,1,13.0,2.0,2.0,2.0,193.33,386.66,Medium Value,0.01,0.029624044312685286,Low Risk
55057,0,5.0,Mobile Phone,1,31.0,Credit Card,Female,4.0,5,Laptop & Accessory,5,Single,3,0,20.0,2.0,2.0,9.0,193.12,386.24,Medium Value,0.015,0.03309946949602122,Low Risk
55058,0,31.0,Mobile Phone,3,10.0,Debit Card,Female,3.0,5,Laptop & Accessory,1,Single,7,0,18.0,1.0,2.0,6.0,176.71,353.42,Medium Value,0.005,0.024179123108129197,Low Risk
55059,0,17.0,Mobile Phone,1,10.0,Debit Card,Male,4.0,6,Others,1,Married,5,0,15.0,2.0,2.0,8.0,322.4,644.8,High Value,0.015,0.048228194726166324,Low Risk
55060,0,23.0,Mobile Phone,1,11.0,Credit Card,Male,3.0,5,Others,3,Married,4,0,15.0,1.0,2.0,1.0,312.11,624.22,High Value,0.0,0.036524028709627086,
55061,0,10.0,Computer,1,10.0,COD,Male,3.0,4,Mobile Phone,4,Married,3,0,13.0,1.0,2.0,8.0,161.92,323.84,Medium Value,0.005,0.022448353877359963,Low Risk
55062,0,22.0,Mobile Phone,1,9.0,COD,Male,4.0,2,Mobile Phone,4,Single,7,0,12.0,1.0,2.0,1.0,150.59,301.18,Medium Value,0.115,0.09812248400686535,Low Risk
55063,0,1.0,Mobile Phone,1,11.0,Debit Card,Male,4.0,4,Mobile Phone,3,Married,3,0,12.0,2.0,2.0,4.0,150.17,300.34,Medium Value,0.07,0.06657333437353721,Low Risk
55064,0,3.0,Mobile Phone,1,14.0,Debit Card,Male,3.0,4,Laptop & Accessory,1,Married,3,1,12.0,2.0,2.0,1.0,191.23,382.46,Medium Value,0.03,0.04337829614604462,Low Risk
55065,0,22.0,Mobile Phone,1,8.0,Debit Card,Male,4.0,5,Others,1,Single,8,0,15.0,2.0,2.0,1.0,307.65,615.3,High Value,0.0,0.036002106412856914,
55066,0,3.0,Mobile Phone,1,8.0,Debit Card,Female,3.0,5,Grocery,1,Married,5,0,15.0,1.0,2.0,8.0,286.24,572.48,High Value,0.005,0.03699664534248713,Low Risk
55067,0,8.0,Mobile Phone,1,27.0,COD,Female,3.0,2,Mobile Phone,3,Married,2,0,18.0,2.0,2.0,1.0,150.85,301.7,Medium Value,0.08,0.07365290997035419,Low Risk
55068,0,18.0,Mobile Phone,3,12.0,E wallet,Male,3.0,4,Others,4,Married,9,0,15.0,2.0,4.0,11.0,307.13,1228.52,High Value,0.05,0.10688250897175847,Low Risk
55069,0,7.0,Mobile Phone,3,17.0,E wallet,Male,3.0,2,Fashion,3,Married,2,1,15.0,1.0,2.0,9.0,208.8,417.6,Medium Value,0.005,0.027934389140271493,Low Risk
55070,0,1.0,Mobile Phone,1,32.0,Debit Card,Female,3.0,2,Mobile Phone,1,Single,3,1,13.0,1.0,2.0,2.0,154.94,309.88,Medium Value,0.15,0.123131533780621,Low Risk
55071,0,1.0,Phone,1,8.0,Debit Card,Male,3.0,4,Mobile Phone,3,Married,3,0,23.0,2.0,2.0,2.0,137.23,274.46,Low Value,0.045,0.04755905757528475,Low Risk
55072,1,1.0,Computer,3,31.0,Debit Card,Male,4.0,6,Mobile Phone,1,Single,3,1,15.0,2.0,2.0,1.0,136.18,272.36,Low Value,0.98,0.7019361834919644,High Risk
55073,0,1.0,Mobile Phone,1,11.0,Debit Card,Male,3.0,4,Mobile Phone,1,Single,3,1,21.0,3.0,3.0,3.0,153.75,461.25,High Value,0.125,0.11448841472928693,Low Risk
55074,1,9.0,Mobile Phone,3,9.0,E wallet,Female,4.0,6,Others,4,Single,4,1,15.0,2.0,2.0,12.0,313.24,626.48,High Value,0.92,0.6806562646278671,High Risk
55075,0,29.0,Computer,1,15.0,Credit Card,Male,3.0,5,Grocery,4,Married,3,1,16.0,3.0,16.0,1.0,260.77,4172.32,High Value,0.025,0.26162856919956307,Low Risk
55076,1,1.0,Computer,1,17.0,Debit Card,Female,3.0,5,Mobile Phone,3,Single,3,0,21.0,2.0,3.0,3.0,151.25,453.75,Medium Value,0.89,0.6495495787174286,High Risk
55077,0,20.0,Mobile Phone,3,11.0,E wallet,Female,3.0,5,Others,4,Married,4,0,15.0,2.0,2.0,9.0,312.89,625.78,High Value,0.02,0.05061530660009362,Low Risk
55078,0,8.0,Mobile Phone,3,9.0,E wallet,Female,3.0,4,Laptop & Accessory,5,Single,2,1,13.0,2.0,2.0,3.0,170.38,340.76,Medium Value,0.03,0.04093836792011234,Low Risk
55079,0,25.0,Computer,3,16.0,Debit Card,Male,3.0,4,Others,4,Married,6,1,25.0,7.0,12.0,11.0,323.47,3881.6400000000003,High Value,0.01,0.23412045560929945,Low Risk
55080,0,31.0,Mobile Phone,1,25.0,Credit Card,Male,4.0,4,Fashion,1,Single,8,0,13.0,4.0,6.0,3.0,230.12,1380.72,High Value,0.015,0.09128795443907006,Low Risk
55081,0,8.0,Computer,1,26.0,Credit Card,Female,3.0,4,Laptop & Accessory,4,Married,6,0,14.0,1.0,6.0,11.0,169.44,1016.64,High Value,0.005,0.06298509907941957,Low Risk
55082,0,2.0,Computer,1,8.0,Credit Card,Male,3.0,4,Mobile Phone,3,Single,2,1,12.0,2.0,2.0,3.0,146.54,293.08,Medium Value,0.145,0.11864854111405834,Low Risk
55083,0,18.0,Mobile Phone,1,11.0,Debit Card,Male,4.0,2,Others,5,Married,3,0,15.0,3.0,15.0,14.0,316.9,4753.5,High Value,0.015,0.2886342643158059,Low Risk
55084,0,8.0,Computer,2,18.0,Debit Card,Male,3.0,5,Laptop & Accessory,4,Married,6,0,12.0,1.0,2.0,9.0,169.9,339.8,Medium Value,0.035,0.044382196910594474,Low Risk
55085,0,9.0,Mobile Phone,1,13.0,Debit Card,Male,4.0,4,Mobile Phone,3,Married,2,1,15.0,2.0,3.0,3.0,160.06,480.18,High Value,0.005,0.03159603682321735,Low Risk
55086,0,16.0,Phone,1,14.0,Credit Card,Female,4.0,2,Laptop & Accessory,4,Married,8,1,17.0,1.0,2.0,1.0,148.72,297.44,Medium Value,0.04,0.04540365111561866,Low Risk
55087,0,17.0,Mobile Phone,3,11.0,E wallet,Female,3.0,5,Fashion,1,Single,5,0,15.0,11.0,16.0,3.0,227.31,3636.96,High Value,0.04,0.24080386955843344,Low Risk
55088,0,10.0,Mobile Phone,1,9.0,Debit Card,Female,3.0,4,Laptop & Accessory,4,Single,11,1,12.0,5.0,6.0,13.0,179.1,1074.6,High Value,0.025,0.0803764237790607,Low Risk
55089,1,8.0,Mobile Phone,1,22.0,Credit Card,Female,4.0,4,Fashion,1,Married,3,0,12.0,1.0,2.0,6.0,204.78,409.56,Medium Value,0.705,0.5174639569355594,High Risk
55090,0,2.0,Computer,1,9.0,Debit Card,Male,3.0,5,Mobile Phone,1,Married,3,1,13.0,1.0,3.0,3.0,163.67,491.01,High Value,0.17,0.14772971602434076,Low Risk
55091,0,25.0,Computer,1,13.0,Credit Card,Female,3.0,5,Mobile Phone,3,Single,2,0,15.0,4.0,8.0,8.0,153.38,1227.04,High Value,0.015,0.08229591199875175,Low Risk
55092,0,4.0,Computer,1,16.0,Credit Card,Female,4.0,4,Laptop & Accessory,3,Single,9,1,19.0,1.0,2.0,8.0,171.95,343.9,Medium Value,0.02,0.03412209393041036,Low Risk
55093,1,1.0,Mobile Phone,1,14.0,COD,Female,3.0,4,Mobile Phone,3,Married,5,1,14.0,5.0,8.0,8.0,158.39,1267.12,High Value,0.935,0.7286410516461226,High Risk
55094,0,2.0,Phone,1,8.0,COD,Male,3.0,4,Mobile Phone,5,Single,4,0,12.0,2.0,2.0,3.0,145.8,291.6,Medium Value,0.095,0.08356194414105164,Low Risk
55095,0,1.0,Phone,1,8.0,Credit Card,Female,3.0,4,Mobile Phone,4,Single,3,0,19.0,2.0,3.0,2.0,145.96,437.88,Medium Value,0.07,0.0746210017163364,Low Risk
55096,0,6.0,Mobile Phone,3,15.0,Credit Card,Male,3.0,2,Laptop & Accessory,1,Married,3,0,16.0,1.0,2.0,9.0,187.09,374.18,Medium Value,0.005,0.025393821188953034,Low Risk
55097,0,19.0,Computer,1,32.0,Credit Card,Female,3.0,4,Others,4,Single,5,0,15.0,1.0,2.0,1.0,305.61,611.22,High Value,0.01,0.04276337962240599,Low Risk
55098,0,13.0,Mobile Phone,1,20.0,Credit Card,Female,4.0,5,Grocery,4,Married,8,1,15.0,11.0,16.0,3.0,296.23,4739.68,High Value,0.055,0.31582563582462164,Low Risk
55099,0,31.0,Phone,1,30.0,Debit Card,Male,3.0,4,Mobile Phone,3,Married,3,0,13.0,2.0,3.0,3.0,148.72,446.15999999999997,Medium Value,0.01,0.03310547667342799,Low Risk
55100,1,1.0,Mobile Phone,1,14.0,Debit Card,Male,4.0,4,Laptop & Accessory,3,Married,3,0,19.0,1.0,2.0,2.0,173.83,347.66,Medium Value,0.81,0.5873420970510219,High Risk
55101,1,3.0,Mobile Phone,1,30.0,Credit Card,Male,4.0,4,Mobile Phone,5,Single,2,0,14.0,1.0,2.0,4.0,164.04,328.08,Medium Value,0.585,0.42869644250273053,Medium Risk
55102,0,4.0,Mobile Phone,1,13.0,COD,Female,3.0,5,Laptop & Accessory,1,Married,2,0,13.0,6.0,7.0,8.0,171.27,1198.89,High Value,0.0,0.07014881416757685,
55103,0,10.0,Mobile Phone,1,17.0,Cash on Delivery,Female,4.0,4,Fashion,3,Married,5,0,13.0,2.0,2.0,8.0,195.94,391.88,Medium Value,0.045,0.05442947417693868,Low Risk
55104,0,20.0,Mobile Phone,2,8.0,Debit Card,Female,3.0,4,Mobile Phone,5,Single,8,0,13.0,3.0,6.0,8.0,159.23,955.3799999999999,High Value,0.03,0.07690068653456077,Low Risk
55105,0,2.0,Computer,1,8.0,Debit Card,Female,3.0,6,Laptop & Accessory,1,Married,2,0,12.0,8.0,8.0,6.0,191.74,1533.92,High Value,0.045,0.12125191137462943,Low Risk
55106,0,24.0,Mobile Phone,1,35.0,Debit Card,Female,3.0,4,Grocery,5,Married,6,1,15.0,1.0,2.0,3.0,293.8,587.6,High Value,0.03,0.05538133874239351,Low Risk
